Timestamp,Conditions,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,Time,Hour,Date
02/01/2015 07:50,Clear,-8.9,,-,52,,1022.2,0,,7:53 AM,16.1,WSW,5.6,250,07:50,7,02/01/2015
02/01/2015 08:50,Clear,-8.9,,-,46,,1023.2,1.7,,8:53 AM,16.1,West,11.1,260,08:50,8,02/01/2015
02/01/2015 09:50,Clear,-8.9,,-,41,,1024,3.3,,9:53 AM,16.1,West,16.7,270,09:50,9,02/01/2015
02/01/2015 10:50,Clear,-8.3,,-,40,,1024,4.4,,10:53 AM,16.1,West,20.4,280,10:50,10,02/01/2015
02/01/2015 11:50,Clear,-8.3,,40.7,40,,1023.2,4.4,,11:53 AM,16.1,WNW,25.9,290,11:50,11,02/01/2015
02/01/2015 12:50,Clear,-7.8,,38.9,38,,1022.8,5.6,,12:53 PM,16.1,NW,22.2,320,12:50,12,02/01/2015
02/01/2015 13:50,Clear,-7.8,,-,38,,1023.6,5.6,,1:53 PM,16.1,NW,20.4,320,13:50,13,02/01/2015
02/01/2015 14:50,Clear,-7.8,,-,40,,1024.3,5,,2:53 PM,16.1,West,14.8,280,14:50,14,02/01/2015
02/01/2015 15:50,Clear,-7.8,,-,40,,1024.8,5,,3:53 PM,16.1,NW,13,310,15:50,15,02/01/2015
02/01/2015 16:50,Clear,-7.8,,-,45,,1025.9,3.3,,4:53 PM,16.1,West,7.4,280,16:50,16,02/01/2015
02/01/2015 17:50,Clear,-7.8,,-,46,,1026.6,2.8,,5:53 PM,16.1,West,7.4,280,17:50,17,02/01/2015
02/01/2015 18:50,Clear,-7.2,,-,52,,1027.8,1.7,,6:53 PM,16.1,WSW,5.6,240,18:50,18,02/01/2015
02/01/2015 19:50,Clear,-7.2,,-,59,,1028.3,0,,7:53 PM,16.1,SW,7.4,230,19:50,19,02/01/2015
02/01/2015 20:50,Clear,-7.2,,-,59,,1029.1,0,,8:53 PM,14.5,NW,5.6,320,20:50,20,02/01/2015
02/01/2015 21:50,Clear,-7.2,,-,64,,1029.4,-1.1,,9:53 PM,14.5,Calm,Calm,0,21:50,21,02/01/2015
02/01/2015 22:50,Clear,-7.2,,-,67,,1029.7,-1.7,,10:53 PM,14.5,WNW,5.6,300,22:50,22,02/01/2015
02/01/2015 23:50,Clear,-7.8,,-,71,,1030.4,-3.3,,11:53 PM,12.9,North,5.6,350,23:50,23,02/01/2015
03/01/2015 00:50,Clear,-7.2,,-,69,,1030.8,-2.2,,12:53 AM,14.5,ENE,7.4,60,00:50,0,03/01/2015
03/01/2015 01:50,Clear,-7.8,,-,71,,1031.2,-3.3,,1:53 AM,12.9,Calm,Calm,0,01:50,1,03/01/2015
03/01/2015 02:50,Clear,-7.8,,-,69,,1032.5,-2.8,,2:53 AM,12.9,Calm,Calm,0,02:50,2,03/01/2015
03/01/2015 03:50,Clear,-7.8,,-,66,,1032.7,-2.2,,3:53 AM,14.5,ENE,5.6,70,03:50,3,03/01/2015
03/01/2015 04:50,Clear,-7.8,,-,69,,1033.1,-2.8,,4:53 AM,14.5,NE,9.3,40,04:50,4,03/01/2015
03/01/2015 05:50,Clear,-7.2,,-,72,,1033.5,-2.8,,5:53 AM,16.1,NNE,5.6,30,05:50,5,03/01/2015
03/01/2015 06:50,Clear,-6.7,,-,69,,1033.4,-1.7,,6:53 AM,16.1,East,7.4,90,06:50,6,03/01/2015
03/01/2015 07:50,Partly Cloudy,-6.7,,-,66,,1033.7,-1.1,,7:53 AM,14.5,East,9.3,90,07:50,7,03/01/2015
03/01/2015 08:50,Overcast,-5.6,,-,64,,1034.1,0.6,,8:53 AM,16.1,East,13,90,08:50,8,03/01/2015
03/01/2015 09:50,Overcast,-5,,-,61,,1033.8,1.7,,9:53 AM,16.1,East,11.1,100,09:50,9,03/01/2015
03/01/2015 10:50,Overcast,-4.4,,-,62,,1033.4,2.2,,10:53 AM,12.9,East,5.6,100,10:50,10,03/01/2015
03/01/2015 11:50,Overcast,-1.7,,-,78,0.02,1031.8,1.7,,11:53 AM,11.3,ESE,7.4,110,11:50,11,03/01/2015
03/01/2015 12:50,Light Rain,-1.1,Rain,-,76,0.01,1031.4,2.8,,12:53 PM,6.4,ENE,7.4,60,12:50,12,03/01/2015
03/01/2015 13:50,Light Rain,-0.6,Rain,-,79,0.02,1032.1,2.8,,1:02 PM,4.8,Calm,Calm,0,13:50,13,03/01/2015
03/01/2015 14:50,Rain,-0.6,Rain,-,82,0.03,1032.1,2.2,,1:09 PM,3.2,North,5.6,360,14:50,14,03/01/2015
03/01/2015 15:50,Rain,-0.6,Rain,-,85,0.05,1032.1,1.7,,1:20 PM,2.8,North,9.3,350,15:50,15,03/01/2015
03/01/2015 16:50,Light Rain,-0.6,Rain,-,89,0.08,1030.4,1.1,,1:44 PM,4,ENE,11.1,60,16:50,16,03/01/2015
03/01/2015 17:50,Light Rain,-0.6,Rain,-,89,0.09,1030,1.1,,1:53 PM,2.8,ENE,9.3,70,17:50,17,03/01/2015
03/01/2015 18:50,Light Rain,0,Rain,-,92,0,1030.4,1.1,,2:03 PM,3.2,NE,9.3,50,18:50,18,03/01/2015
03/01/2015 19:50,Light Rain,0,Rain,-,89,0.02,1030,1.7,,2:20 PM,3.2,NE,9.3,50,19:50,19,03/01/2015
03/01/2015 20:50,Light Rain,0,Rain,-,89,0.03,1029.6,1.7,,2:53 PM,3.2,NE,7.4,50,20:50,20,03/01/2015
03/01/2015 21:50,Light Rain,0.6,Rain,-,92,0.01,1029.3,1.7,,3:18 PM,2.4,NE,11.1,50,21:50,21,03/01/2015
03/01/2015 22:50,Heavy Rain,1,Rain,-,93,0.08,1028.7,2,,3:49 PM,2,ENE,13,70,22:50,22,03/01/2015
03/01/2015 23:50,Heavy Rain,1.1,Rain,-,93,0.1,1028.7,2.2,,3:53 PM,2,ENE,11.1,70,23:50,23,03/01/2015
04/01/2015 00:50,Rain,1.7,Rain,-,93,0.07,1029,2.8,,4:10 PM,2.4,NE,13,50,00:50,0,04/01/2015
04/01/2015 01:50,Rain,1.7,Rain,-,93,0.12,1028.3,2.8,,4:28 PM,2.8,East,13,80,01:50,1,04/01/2015
04/01/2015 02:50,Light Rain,1.7,Rain,-,93,0.12,1028,2.8,,4:30 PM,3.2,ENE,13,70,02:50,2,04/01/2015
04/01/2015 03:50,Light Rain,1.7,Rain,-,93,0.14,1027.6,2.8,,4:53 PM,4.8,ESE,9.3,110,03:50,3,04/01/2015
04/01/2015 04:50,Overcast,1.7,,-,93,0,1027.7,2.8,,5:05 PM,3.2,ENE,9.3,70,04:50,4,04/01/2015
04/01/2015 05:50,Overcast,1.7,,-,93,0,1027.7,2.8,,5:10 PM,2.8,ENE,11.1,70,05:50,5,04/01/2015
04/01/2015 06:50,Light Rain,2.2,Rain,-,93,0.02,1027.3,3.3,,5:30 PM,3.2,ENE,11.1,70,06:50,6,04/01/2015
04/01/2015 07:50,Rain,2.2,Rain,-,93,0.07,1026.9,3.3,,5:53 PM,4.8,NE,11.1,50,07:50,7,04/01/2015
04/01/2015 08:50,Light Rain,2.2,Rain,-,96,0.02,1026.6,2.8,,6:20 PM,4,NE,9.3,50,08:50,8,04/01/2015
04/01/2015 09:50,Light Rain,2,Rain,-,93,0.05,1025.6,3,,6:48 PM,2.8,ENE,11.1,60,09:50,9,04/01/2015
04/01/2015 10:50,Light Rain,2.2,Rain,-,96,0.05,1025.2,2.8,,6:53 PM,2.8,ENE,9.3,60,10:50,10,04/01/2015
04/01/2015 11:50,Light Rain,2.2,Rain,-,96,0.01,1025.3,2.8,,7:05 PM,3.2,NE,9.3,50,11:50,11,04/01/2015
04/01/2015 12:50,Light Rain,2.2,Rain,-,93,0.02,1024.9,3.3,,7:21 PM,2.8,NNE,7.4,20,12:50,12,04/01/2015
04/01/2015 13:50,Light Rain,2.2,Rain,-,93,0.02,1024.6,3.3,,7:29 PM,3.2,NE,11.1,50,13:50,13,04/01/2015
04/01/2015 14:50,Overcast,2.8,,-,97,0.03,1023.7,3.3,,7:53 PM,4,NNE,9.3,20,14:50,14,04/01/2015
04/01/2015 15:50,Overcast,2.2,,-,93,0,1023.6,3.3,,8:12 PM,6.4,NNE,9.3,20,15:50,15,04/01/2015
04/01/2015 16:50,Light Rain,2.8,Rain,-,93,0.01,1022.9,3.9,,8:30 PM,3.2,North,11.1,10,16:50,16,04/01/2015
04/01/2015 17:50,Light Rain,2.2,Rain,-,93,0.03,1021.5,3.3,,8:53 PM,3.2,NE,11.1,40,17:50,17,04/01/2015
04/01/2015 18:50,Light Rain,2.2,Rain,-,93,0,1021.9,3.3,,9:08 PM,4.8,NNE,9.3,20,18:50,18,04/01/2015
04/01/2015 19:50,Light Rain,2.2,Rain,-,93,0.01,1021.6,3.3,,9:24 PM,3.2,North,13,350,19:50,19,04/01/2015
04/01/2015 20:50,Light Rain,2.8,Rain,-,93,0.04,1020.5,3.9,,9:53 PM,4.8,NNE,5.6,30,20:50,20,04/01/2015
04/01/2015 21:50,Light Rain,3.9,Rain,-,97,0.01,1018.3,4.4,,10:53 PM,4,NNE,7.4,30,21:50,21,04/01/2015
04/01/2015 22:50,Rain,4.4,Rain,-,92,0.12,1018.2,5.6,,11:36 PM,4.8,NNE,5.6,30,22:50,22,04/01/2015
04/01/2015 23:50,Rain,4.4,Rain,-,96,0.16,1017.2,5,,11:53 PM,4.8,North,7.4,10,23:50,23,04/01/2015
05/01/2015 00:50,Light Rain,4.4,Rain,-,92,0.04,1016.8,5.6,,12:42 AM,3.2,Variable,7.4,0,00:50,0,05/01/2015
05/01/2015 01:50,Rain,4.4,Rain,-,96,0.05,1016,5,,12:53 AM,3.2,Calm,Calm,0,01:50,1,05/01/2015
05/01/2015 02:50,Light Rain,4.4,Rain,-,92,0.02,1016.1,5.6,,1:16 AM,4.8,NNE,5.6,20,02:50,2,05/01/2015
05/01/2015 03:50,Overcast,4.4,,-,92,0.02,1015.8,5.6,,1:25 AM,6.4,Calm,Calm,0,03:50,3,05/01/2015
05/01/2015 04:50,Overcast,3.9,,-,93,0.02,1015.4,5,,1:53 AM,9.7,NNW,5.6,340,04:50,4,05/01/2015
05/01/2015 05:50,Overcast,3.9,,-,97,,1015.8,4.4,,2:42 AM,2.8,NW,7.4,320,05:50,5,05/01/2015
05/01/2015 06:50,Mist,3.3,,-,93,,1015,4.4,,2:53 AM,1.2,NW,7.4,320,06:50,6,05/01/2015
05/01/2015 07:50,Fog,3.3,Fog,-,96,,1014.9,3.9,,3:53 AM,0.4,SW,5.6,220,07:50,7,05/01/2015
05/01/2015 08:50,Fog,3.9,Fog,-,97,0.01,1014.3,4.4,,4:53 AM,0.4,SSW,7.4,210,08:50,8,05/01/2015
05/01/2015 09:50,Overcast,3.9,,-,93,,1014.8,5,,5:13 AM,3.2,WSW,9.3,250,09:50,9,05/01/2015
05/01/2015 10:50,Overcast,3.9,,-,93,,1014.8,5,,5:21 AM,8,SW,9.3,230,10:50,10,05/01/2015
05/01/2015 11:50,Overcast,4.4,,-,92,,1014.3,5.6,,5:53 AM,4.8,SW,13,230,11:50,11,05/01/2015
05/01/2015 12:50,Overcast,4.4,,-,92,,1014.8,5.6,,6:01 AM,3.2,WSW,11.1,240,12:50,12,05/01/2015
05/01/2015 13:50,Light Rain,4.4,Rain,-,92,0,1014.4,5.6,,6:09 AM,2,WSW,7.4,240,13:50,13,05/01/2015
05/01/2015 14:50,Rain,4.4,Fog-Rain,-,96,0.01,1014.4,5,,6:23 AM,0.8,WSW,7.4,250,14:50,14,05/01/2015
05/01/2015 15:50,Rain,4.4,Rain,-,92,0.07,1014.1,5.6,,6:40 AM,2.4,Variable,5.6,0,15:50,15,05/01/2015
05/01/2015 16:50,Rain,4,Rain,-,87,0.09,1014.4,6,,6:51 AM,3.2,WSW,5.6,250,16:50,16,05/01/2015
05/01/2015 17:50,Rain,4.4,Rain,-,92,0.1,1014,5.6,,6:53 AM,3.2,SW,5.6,220,17:50,17,05/01/2015
05/01/2015 18:50,Light Rain,5,Rain,-,96,0.02,1014.1,5.6,,7:10 AM,6.4,SW,7.4,220,18:50,18,05/01/2015
05/01/2015 19:50,Overcast,5,,-,96,0.02,1014.1,5.6,,7:37 AM,6.4,SW,7.4,220,19:50,19,05/01/2015
05/01/2015 20:50,Overcast,5,,-,96,0.02,1013.6,5.6,,7:53 AM,4.8,SW,9.3,220,20:50,20,05/01/2015
05/01/2015 21:50,Overcast,5,,-,96,,1013.8,5.6,,7:56 AM,4,SW,7.4,220,21:50,21,05/01/2015
05/01/2015 22:50,Overcast,5,,-,96,,1014.1,5.6,,8:03 AM,3.2,SSW,11.1,210,22:50,22,05/01/2015
05/01/2015 23:50,Light Rain,5,Rain,-,93,0,1013.4,6.1,,8:15 AM,6.4,SSW,11.1,210,23:50,23,05/01/2015
06/01/2015 00:50,Light Rain,5,Rain,-,93,0.02,1012.9,6.1,,8:53 AM,6.4,SSW,13,210,00:50,0,06/01/2015
06/01/2015 01:50,Overcast,5.6,,-,93,0,1011.3,6.7,,9:53 AM,4.8,SSW,13,200,01:50,1,06/01/2015
06/01/2015 02:50,Overcast,5.6,,-,93,,1011.1,6.7,,10:03 AM,2.8,South,13,190,02:50,2,06/01/2015
06/01/2015 03:50,Fog,6.1,Fog,-,93,0,1011.4,7.2,,10:30 AM,0.8,SSW,11.1,210,03:50,3,06/01/2015
06/01/2015 04:50,Fog,7.2,Fog,-,96,0,1009.3,7.8,,10:53 AM,0.4,South,13,180,04:50,4,06/01/2015
06/01/2015 05:50,Overcast,8.3,,-,96,,1010,8.9,,11:31 AM,1.6,WSW,11.1,250,05:50,5,06/01/2015
06/01/2015 06:50,Overcast,8.9,,-,97,,1007.6,9.4,,11:53 AM,2.4,South,22.2,180,06:50,6,06/01/2015
06/01/2015 07:50,Overcast,9.4,,-,96,,1007.7,10,,12:02 PM,4.8,South,25.9,190,07:50,7,06/01/2015
06/01/2015 08:50,Overcast,10,,33.3,93,,1008.3,11.1,,12:53 PM,8,West,18.5,260,08:50,8,06/01/2015
06/01/2015 09:50,Overcast,10,,31.5,93,,1008,11.1,,1:23 PM,9.7,SW,16.7,230,09:50,9,06/01/2015
06/01/2015 10:50,Overcast,10,,-,93,,1007.4,11.1,,1:53 PM,9.7,SW,13,230,10:50,10,06/01/2015
06/01/2015 11:50,Scattered Clouds,10,,-,89,,1007,11.7,,2:30 PM,12.9,SSW,16.7,210,11:50,11,06/01/2015
06/01/2015 12:50,Partly Cloudy,10,,-,86,,1006.5,12.2,,2:53 PM,14.5,SW,18.5,220,12:50,12,06/01/2015
06/01/2015 13:50,Scattered Clouds,10,,-,89,,1005.6,11.7,,3:53 PM,11.3,SSW,14.8,200,13:50,13,06/01/2015
06/01/2015 14:50,Clear,10,,-,89,,1004.9,11.7,,4:53 PM,14.5,SSW,13,210,14:50,14,06/01/2015
06/01/2015 15:50,Mostly Cloudy,10,,-,89,,1004.5,11.7,,5:53 PM,12.9,SW,14.8,220,15:50,15,06/01/2015
06/01/2015 16:50,Overcast,10.6,,-,86,,1005.3,12.8,,6:41 PM,16.1,WNW,11.1,300,16:50,16,06/01/2015
06/01/2015 17:50,Overcast,10.6,,-,86,,1004.8,12.8,,6:53 PM,16.1,WNW,9.3,290,17:50,17,06/01/2015
06/01/2015 18:50,Rain,10,Rain,33.3,86,0.02,1006.3,12.2,,7:44 PM,6.4,WNW,18.5,300,18:50,18,06/01/2015
06/01/2015 19:50,Light Rain,10,Rain,-,89,0.04,1005.6,11.7,,7:53 PM,6.4,NW,13,310,19:50,19,06/01/2015
06/01/2015 20:50,Overcast,9.4,,-,86,0,1006.3,11.7,,8:19 PM,14.5,NW,18.5,310,20:50,20,06/01/2015
06/01/2015 21:50,Light Rain,7.8,Rain,50,80,0.01,1007,11.1,,8:53 PM,16.1,WNW,25.9,300,21:50,21,06/01/2015
06/01/2015 22:50,Overcast,6.7,,27.8,80,0.02,1008.2,10,,9:53 PM,16.1,West,14.8,270,22:50,22,06/01/2015
06/01/2015 23:50,Overcast,1.7,,53.7,57,0,1009.1,10,,10:53 PM,16.1,WNW,31.5,290,23:50,23,06/01/2015
07/01/2015 00:50,Partly Cloudy,0,,38.9,52,,1009.9,9.4,,11:53 PM,16.1,WNW,20.4,290,00:50,0,07/01/2015
07/01/2015 01:50,Clear,-2.8,,55.6,47,,1010.7,7.8,,12:53 AM,16.1,WNW,29.6,300,01:50,1,07/01/2015
07/01/2015 02:50,Partly Cloudy,-2.2,,37,53,,1012,6.7,,1:53 AM,16.1,WNW,22.2,290,02:50,2,07/01/2015
07/01/2015 03:50,Scattered Clouds,-3.9,,59.3,51,,1012.9,5.6,,2:53 AM,16.1,WNW,35.2,290,03:50,3,07/01/2015
07/01/2015 04:50,Clear,-5,,50,49,,1013.6,5,,3:53 AM,16.1,WNW,24.1,290,04:50,4,07/01/2015
07/01/2015 05:50,Clear,-6.7,,38.9,45,,1014.6,4.4,,4:53 AM,16.1,West,22.2,280,05:50,5,07/01/2015
07/01/2015 06:50,Partly Cloudy,-6.7,,48.2,46,,1015.8,3.9,,5:53 AM,16.1,West,22.2,280,06:50,6,07/01/2015
07/01/2015 07:50,Scattered Clouds,-7.8,,46.3,45,,1017.3,3.3,,6:53 AM,16.1,West,24.1,280,07:50,7,07/01/2015
07/01/2015 08:50,Mostly Cloudy,-8.9,,48.2,44,,1019.3,2.2,,7:53 AM,16.1,WNW,25.9,300,08:50,8,07/01/2015
07/01/2015 09:50,Overcast,-10,,44.4,41,,1020.4,2.2,,8:53 AM,16.1,WNW,27.8,300,09:50,9,07/01/2015
07/01/2015 10:50,Partly Cloudy,-10,,42.6,41,,1021.2,2.2,,9:53 AM,16.1,West,25.9,280,10:50,10,07/01/2015
07/01/2015 11:50,Clear,-12.2,,42.6,34,,1021.5,2.2,,10:53 AM,16.1,WNW,18.5,290,11:50,11,07/01/2015
07/01/2015 12:50,Clear,-12.8,,42.6,34,,1021.1,1.7,,11:53 AM,16.1,WNW,24.1,290,12:50,12,07/01/2015
07/01/2015 13:50,Scattered Clouds,-12.2,,40.7,34,,1021,2.2,,12:53 PM,16.1,WNW,24.1,290,13:50,13,07/01/2015
07/01/2015 14:50,Partly Cloudy,-13.3,,46.3,33,,1021.6,1.7,,1:53 PM,16.1,NW,27.8,310,14:50,14,07/01/2015
07/01/2015 15:50,Scattered Clouds,-14.4,,48.2,32,,1022.9,0.6,,2:53 PM,16.1,NW,31.5,310,15:50,15,07/01/2015
07/01/2015 16:50,Clear,-15,,40.7,32,,1024.2,0,,3:53 PM,16.1,NW,29.6,320,16:50,16,07/01/2015
07/01/2015 17:50,Clear,-16.1,,35.2,32,,1024.9,-1.1,,4:53 PM,16.1,WNW,14.8,290,17:50,17,07/01/2015
07/01/2015 18:50,Clear,-16.1,,37,33,,1026.7,-1.7,,5:53 PM,16.1,WNW,25.9,300,18:50,18,07/01/2015
07/01/2015 19:50,Clear,-17.8,,40.7,31,,1028.2,-2.8,,6:53 PM,16.1,WNW,27.8,300,19:50,19,07/01/2015
07/01/2015 20:50,Clear,-16.7,,29.6,37,,1028.1,-3.9,,7:53 PM,16.1,WNW,13,300,20:50,20,07/01/2015
07/01/2015 21:50,Clear,-17.8,,31.5,35,,1028.8,-4.4,,8:53 PM,16.1,WNW,20.4,290,21:50,21,07/01/2015
07/01/2015 22:50,Clear,-17.8,,-,37,,1029.3,-5,,9:53 PM,16.1,WNW,16.7,290,22:50,22,07/01/2015
07/01/2015 23:50,Clear,-17.8,,-,37,,1029.5,-5,,10:53 PM,16.1,WNW,14.8,300,23:50,23,07/01/2015
08/01/2015 00:50,Clear,-17.8,,-,38,,1029.6,-5.6,,11:53 PM,16.1,NW,11.1,310,00:50,0,08/01/2015
08/01/2015 01:50,Clear,-17.2,,-,44,,1029.9,-6.7,,12:53 AM,16.1,WNW,11.1,300,01:50,1,08/01/2015
08/01/2015 02:50,Clear,-17.2,,-,46,,1029.6,-7.2,,1:53 AM,16.1,NW,7.4,310,02:50,2,08/01/2015
08/01/2015 03:50,Clear,-17.2,,-,46,,1029.3,-7.2,,2:53 AM,16.1,NW,5.6,310,03:50,3,08/01/2015
08/01/2015 04:50,Clear,-16.7,,-,47,,1029,-7.2,,3:53 AM,16.1,NW,7.4,310,04:50,4,08/01/2015
08/01/2015 05:50,Overcast,-16.7,,-,47,,1028,-7.2,,4:53 AM,16.1,NW,9.3,310,05:50,5,08/01/2015
08/01/2015 06:50,Overcast,-16.7,,-,46,,1029.1,-6.7,,5:53 AM,14.5,West,9.3,270,06:50,6,08/01/2015
08/01/2015 07:50,Light Snow,-15,Snow,-,54,0,1028.4,-7.2,,6:53 AM,6.4,WNW,13,290,07:50,7,08/01/2015
08/01/2015 08:50,Light Snow,-13.9,Snow,-,62,0,1028,-7.8,,7:05 AM,6.4,Variable,7.4,0,08:50,8,08/01/2015
08/01/2015 09:50,Light Snow,-13.3,Snow,-,68,0,1027.7,-8.3,,7:13 AM,2.8,NNW,7.4,340,09:50,9,08/01/2015
08/01/2015 10:50,Light Snow,-11.7,Snow,-,77,0,1026.4,-8.3,,7:53 AM,1.6,NNE,9.3,20,10:50,10,08/01/2015
08/01/2015 11:50,Light Snow,-11.1,Snow,-,81,0,1027.3,-8.3,,8:18 AM,2.4,NNW,5.6,330,11:50,11,08/01/2015
08/01/2015 12:50,Light Snow,-11.1,Snow,-,81,0,1028,-8.3,,8:31 AM,1.6,Calm,Calm,0,12:50,12,08/01/2015
08/01/2015 13:50,Light Snow,-11.1,Snow,-,78,0,1028,-7.8,,8:39 AM,1.2,Calm,Calm,0,13:50,13,08/01/2015
08/01/2015 14:50,Snow,-11.1,Snow,-,81,0,1027.7,-8.3,,8:53 AM,0.8,Calm,Calm,0,14:50,14,08/01/2015
08/01/2015 15:50,Light Snow,-10.6,Snow,-,81,0,1027.3,-7.8,,9:27 AM,1.6,Calm,Calm,0,15:50,15,08/01/2015
08/01/2015 16:50,Light Snow,-10.6,Snow,-,81,0,1026.7,-7.8,,9:53 AM,2.8,SSW,9.3,210,16:50,16,08/01/2015
08/01/2015 17:50,Light Snow,-10.6,Snow,-,81,0,1027,-7.8,,9:55 AM,3.2,SSW,11.1,200,17:50,17,08/01/2015
08/01/2015 18:50,Light Snow,-10.6,Snow,-,81,0,1026.6,-7.8,,10:05 AM,4.8,South,9.3,190,18:50,18,08/01/2015
08/01/2015 19:50,Light Snow,-10.6,Snow,-,81,0,1026.3,-7.8,,10:12 AM,3.2,South,11.1,190,19:50,19,08/01/2015
08/01/2015 20:50,Light Snow,-10.6,Snow,-,77,0,1025.7,-7.2,,10:53 AM,3.2,SSW,13,200,20:50,20,08/01/2015
08/01/2015 21:50,Light Snow,-10.6,Snow,-,77,0,1026,-7.2,,10:59 AM,2.4,SSW,13,210,21:50,21,08/01/2015
08/01/2015 22:50,Light Snow,-9.4,Snow,-,81,0,1023.5,-6.7,,11:53 AM,2.4,South,11.1,190,22:50,22,08/01/2015
08/01/2015 23:50,Light Snow,-10.6,Snow,-,74,0,1023.6,-6.7,,12:01 PM,4,South,11.1,180,23:50,23,08/01/2015
