Timestamp,Conditions,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,Time,Hour,Date
02/01/2015 04:50,Light Snow,-6,Snow,-,69,0,1015.5,-1,,3:07 AM,16.1,West,24.1,270,04:50,4,02/01/2015
02/01/2015 05:50,Light Snow,-6.1,Snow,-,69,0,1016.8,-1.1,,3:56 AM,16.1,West,24.1,280,05:50,5,02/01/2015
02/01/2015 06:50,Light Snow,-5.5,Snow,33.3,72,0,1017.2,-1.1,,4:56 AM,16.1,WNW,20.4,290,06:50,6,02/01/2015
02/01/2015 07:50,Light Snow,-5,Snow,-,75,0,1018.4,-1.1,,5:56 AM,16.1,WNW,20.4,290,07:50,7,02/01/2015
02/01/2015 08:50,Light Snow,-6,Snow,37,69,0,1017.5,-1,,6:29 AM,16.1,West,16.7,280,08:50,8,02/01/2015
02/01/2015 09:50,Light Snow,-5.5,Snow,-,69,0,1019.3,-0.5,,6:56 AM,16.1,West,27.8,270,09:50,9,02/01/2015
02/01/2015 10:50,Light Snow,-5.5,Snow,38.9,75,0,1020.7,-1.6,,7:56 AM,11.3,NW,27.8,310,10:50,10,02/01/2015
02/01/2015 11:50,Light Snow,-6.1,Snow,-,75,0,1022.1,-2.2,,8:56 AM,6.4,WNW,22.2,300,11:50,11,02/01/2015
02/01/2015 12:50,Light Snow,-5,Snow,-,80,0,1021.2,-2,,9:37 AM,3.2,NW,20.4,310,12:50,12,02/01/2015
02/01/2015 13:50,Light Snow,-5,Snow,-,81,0,1023,-2.2,,9:56 AM,2.4,NW,22.2,320,13:50,13,02/01/2015
02/01/2015 14:50,Light Snow,-4.4,Snow,-,85,0,1023.5,-2.2,,10:56 AM,6.4,WNW,14.8,290,14:50,14,02/01/2015
02/01/2015 15:50,Light Snow,-6.1,Snow,25.9,72,0,1023.3,-1.6,,11:56 AM,16.1,WNW,13,290,15:50,15,02/01/2015
02/01/2015 16:50,Light Snow,-6.1,Snow,-,69,0,1023.5,-1.1,,12:56 PM,16.1,WNW,27.8,290,16:50,16,02/01/2015
02/01/2015 17:50,Light Snow,-6.1,Snow,-,69,0,1024.2,-1.1,,1:56 PM,16.1,West,20.4,280,17:50,17,02/01/2015
02/01/2015 18:50,Mostly Cloudy,-7.2,,-,64,0,1025.3,-1.1,,2:56 PM,16.1,WNW,20.4,290,18:50,18,02/01/2015
02/01/2015 19:50,Mostly Cloudy,-7.7,,27.8,59,,1025.8,-0.5,,3:56 PM,16.1,WNW,18.5,290,19:50,19,02/01/2015
02/01/2015 20:50,Overcast,-7.7,,-,64,,1026.6,-1.6,,4:56 PM,16.1,WNW,16.7,290,20:50,20,02/01/2015
02/01/2015 21:50,Overcast,-7.2,,-,66,,1027.4,-1.6,,5:56 PM,16.1,WNW,16.7,290,21:50,21,02/01/2015
02/01/2015 22:50,Overcast,-7.7,,-,64,,1028,-1.6,,6:56 PM,16.1,West,14.8,280,22:50,22,02/01/2015
02/01/2015 23:50,Overcast,-7.7,,-,64,,1028.9,-1.6,,7:56 PM,16.1,WNW,14.8,290,23:50,23,02/01/2015
03/01/2015 00:50,Overcast,-6.6,,-,72,,1030,-2.2,,8:56 PM,16.1,NNW,7.4,330,00:50,0,03/01/2015
03/01/2015 01:50,Overcast,-7.2,,-,75,,1030.8,-3.3,,9:56 PM,16.1,North,5.6,10,01:50,1,03/01/2015
03/01/2015 02:50,Mostly Cloudy,-7.2,,-,85,,1031.1,-5,,10:56 PM,16.1,Calm,Calm,0,02:50,2,03/01/2015
03/01/2015 03:50,Overcast,-6.6,,-,85,,1031.5,-4.4,,11:56 PM,16.1,Calm,Calm,0,03:50,3,03/01/2015
03/01/2015 04:50,Mostly Cloudy,-6.6,,-,89,,1031.9,-5,,12:56 AM,16.1,ESE,5.6,110,04:50,4,03/01/2015
03/01/2015 05:50,Clear,-7.7,,-,92,,1031.7,-6.6,,1:56 AM,16.1,Calm,Calm,0,05:50,5,03/01/2015
03/01/2015 06:50,Clear,-8.3,,-,92,,1032.2,-7.2,,2:56 AM,16.1,East,7.4,80,06:50,6,03/01/2015
03/01/2015 07:50,Clear,-7.7,,-,89,,1032.3,-6.1,,3:56 AM,16.1,East,7.4,80,07:50,7,03/01/2015
03/01/2015 08:50,Clear,-7.7,,-,89,,1032.1,-6.1,,4:56 AM,16.1,East,9.3,90,08:50,8,03/01/2015
03/01/2015 09:50,Clear,-7.7,,-,89,,1031.9,-6.1,,5:56 AM,16.1,East,9.3,90,09:50,9,03/01/2015
03/01/2015 10:50,Clear,-8,,-,86,,1030,-6,,6:22 AM,16.1,East,9.3,90,10:50,10,03/01/2015
03/01/2015 11:50,Clear,-7.7,,-,89,,1031.3,-6.1,,6:56 AM,16.1,East,9.3,100,11:50,11,03/01/2015
03/01/2015 12:50,Clear,-7.7,,33.3,75,,1031.3,-3.8,,7:56 AM,16.1,SSE,25.9,160,12:50,12,03/01/2015
03/01/2015 13:50,Clear,-7.7,,-,69,,1030.9,-2.7,,8:56 AM,16.1,SSE,20.4,150,13:50,13,03/01/2015
03/01/2015 14:50,Mostly Cloudy,-7.7,,-,66,,1030.7,-2.2,,9:56 AM,16.1,SSE,18.5,150,14:50,14,03/01/2015
03/01/2015 15:50,Overcast,-7.7,,33.3,61,,1030.6,-1.1,,10:56 AM,16.1,SSE,22.2,150,15:50,15,03/01/2015
03/01/2015 16:50,Light Snow,-6,Snow,33.3,74,0,1028,-2,,11:30 AM,3.2,SSE,25.9,160,16:50,16,03/01/2015
03/01/2015 17:50,Light Snow,-4.4,Snow,42.6,88,0,1028.7,-2.7,,11:56 AM,1.2,SSE,29.6,150,17:50,17,03/01/2015
03/01/2015 18:50,Light Snow,-4,Snow,42.6,93,0,1027,-3,,11:58 AM,2.4,SSE,33.3,160,18:50,18,03/01/2015
03/01/2015 19:50,Light Snow,-4,Snow,-,86,0,1026.6,-2,,12:05 PM,3.2,SSE,27.8,150,19:50,19,03/01/2015
03/01/2015 20:50,Light Freezing Rain,-4,Rain,40.7,86,0.01,1026,-2,,12:43 PM,6.4,SSE,31.5,160,20:50,20,03/01/2015
03/01/2015 21:50,Light Freezing Rain,-3.8,Rain,44.4,85,0.02,1027.1,-1.6,,12:56 PM,3.2,SSE,27.8,160,21:50,21,03/01/2015
03/01/2015 22:50,Light Freezing Rain,-3,Rain,46.3,93,0.01,1024.6,-2,,1:18 PM,6.4,SSE,25.9,160,22:50,22,03/01/2015
03/01/2015 23:50,Light Freezing Rain,-3.3,Rain,-,85,0.02,1025.5,-1.1,,1:56 PM,11.3,South,25.9,170,23:50,23,03/01/2015
04/01/2015 00:50,Light Snow,-2.7,Snow,40.7,85,0,1024.1,-0.5,,2:56 PM,16.1,SSE,25.9,160,00:50,0,04/01/2015
04/01/2015 01:50,Overcast,-1.6,,48.2,89,0.03,1022.4,0,,3:56 PM,16.1,South,31.5,170,01:50,1,04/01/2015
04/01/2015 02:50,Overcast,-0.5,,53.7,89,0.02,1021.3,1.1,,4:56 PM,11.3,South,35.2,170,02:50,2,04/01/2015
04/01/2015 03:50,Light Rain,0,Rain,55.6,92,0.06,1020.3,1.1,,5:56 PM,16.1,South,35.2,170,03:50,3,04/01/2015
04/01/2015 04:50,Light Rain,0.5,Rain,57.4,92,0.03,1019.6,1.6,,6:56 PM,16.1,South,44.4,170,04:50,4,04/01/2015
04/01/2015 05:50,Light Rain,1.1,Rain,48.2,93,0.02,1018.7,2.2,,7:56 PM,16.1,South,37,170,05:50,5,04/01/2015
04/01/2015 06:50,Light Rain,1.6,Rain,42.6,93,0.02,1018.2,2.7,,8:56 PM,16.1,South,33.3,170,06:50,6,04/01/2015
04/01/2015 07:50,Light Rain,2.2,Rain,38.9,97,0.1,1016.8,2.7,,9:56 PM,16.1,SSE,25.9,160,07:50,7,04/01/2015
04/01/2015 08:50,Light Rain,2,Rain,40.7,93,0.11,1014.4,3,,10:40 PM,14.5,SSE,25.9,160,08:50,8,04/01/2015
04/01/2015 09:50,Light Rain,2.7,Rain,38.9,96,0.12,1015.3,3.3,,10:56 PM,16.1,SSE,29.6,160,09:50,9,04/01/2015
04/01/2015 10:50,Overcast,3,,44.4,93,0,1013.8,4,,11:24 PM,16.1,South,37,170,10:50,10,04/01/2015
04/01/2015 11:50,Overcast,3.3,,-,97,0,1015.1,3.8,,11:56 PM,16.1,South,22.2,170,11:50,11,04/01/2015
04/01/2015 12:50,Overcast,3.3,,-,93,,1013.6,4.4,,12:56 AM,16.1,South,22.2,170,12:50,12,04/01/2015
04/01/2015 13:50,Overcast,3.8,,40.7,92,,1012.7,5,,1:56 AM,16.1,South,29.6,180,13:50,13,04/01/2015
04/01/2015 14:50,Overcast,4,,-,93,,1011.4,5,,2:17 AM,16.1,South,25.9,190,14:50,14,04/01/2015
04/01/2015 15:50,Overcast,4.4,,-,93,,1012.2,5.5,,2:56 AM,16.1,South,27.8,180,15:50,15,04/01/2015
04/01/2015 16:50,Overcast,4.4,,33.3,93,,1011.1,5.5,,3:56 AM,16.1,South,24.1,180,16:50,16,04/01/2015
04/01/2015 17:50,Overcast,4.4,,-,93,,1010.1,5.5,,4:56 AM,16.1,South,22.2,170,17:50,17,04/01/2015
04/01/2015 18:50,Overcast,5,,-,93,,1007.8,6.1,,5:56 AM,16.1,SSE,25.9,160,18:50,18,04/01/2015
04/01/2015 19:50,Overcast,6,,42.6,93,,1003.9,7,,6:23 AM,16.1,SSE,29.6,160,19:50,19,04/01/2015
04/01/2015 20:50,Overcast,6.1,,-,93,,1006.4,7.2,,6:56 AM,16.1,South,14.8,180,20:50,20,04/01/2015
04/01/2015 21:50,Overcast,5.5,,-,93,,1006.8,6.6,,7:56 AM,16.1,SE,13,130,21:50,21,04/01/2015
04/01/2015 22:50,Overcast,6.6,,-,93,,1005.8,7.7,,8:56 AM,16.1,SSE,16.7,150,22:50,22,04/01/2015
04/01/2015 23:50,Mostly Cloudy,6.6,,-,86,,1004.8,8.8,,9:56 AM,16.1,South,22.2,170,23:50,23,04/01/2015
05/01/2015 00:50,Mostly Cloudy,7.2,,-,86,,1003.5,9.4,,10:56 AM,16.1,South,22.2,180,00:50,0,05/01/2015
05/01/2015 01:50,Mostly Cloudy,7.7,,-,83,,1002,10.5,,11:56 AM,16.1,South,25.9,180,01:50,1,05/01/2015
05/01/2015 02:50,Mostly Cloudy,8.8,,-,80,,1000.9,12.2,,12:56 PM,16.1,South,20.4,190,02:50,2,05/01/2015
05/01/2015 03:50,Overcast,10.5,,-,93,0.08,1002.8,11.6,,1:56 PM,16.1,WNW,9.3,290,03:50,3,05/01/2015
05/01/2015 04:50,Mostly Cloudy,11,,-,94,,1001.2,12,,2:34 PM,16.1,South,7.4,170,04:50,4,05/01/2015
05/01/2015 05:50,Scattered Clouds,10.5,,-,89,,1001.9,12.2,,2:56 PM,16.1,SSW,13,200,05:50,5,05/01/2015
05/01/2015 06:50,Mostly Cloudy,8.8,,-,83,,1002.7,11.6,,3:56 PM,16.1,SW,13,230,06:50,6,05/01/2015
05/01/2015 07:50,Mostly Cloudy,7.7,,29.6,83,,1003.3,10.5,,4:56 PM,16.1,North,20.4,350,07:50,7,05/01/2015
05/01/2015 08:50,Mostly Cloudy,3.3,,35.2,76,,1004.5,7.2,,5:56 PM,16.1,North,24.1,350,08:50,8,05/01/2015
05/01/2015 09:50,Mostly Cloudy,2.7,,25.9,79,,1005.5,6.1,,6:56 PM,16.1,NW,14.8,320,09:50,9,05/01/2015
05/01/2015 10:50,Mostly Cloudy,2.2,,25.9,79,,1006.9,5.5,,7:56 PM,16.1,NW,20.4,320,10:50,10,05/01/2015
05/01/2015 11:50,Mostly Cloudy,0,,40.7,73,,1008.1,4.4,,8:56 PM,16.1,WNW,25.9,290,11:50,11,05/01/2015
05/01/2015 12:50,Mostly Cloudy,-1.6,,40.7,71,,1009.3,3.3,,9:56 PM,16.1,WNW,33.3,290,12:50,12,05/01/2015
05/01/2015 13:50,Overcast,-2.7,,48.2,68,,1010,2.7,,10:56 PM,16.1,WNW,24.1,290,13:50,13,05/01/2015
05/01/2015 14:50,Overcast,-2.2,,-,73,,1010,2.2,,11:56 PM,16.1,WNW,16.7,290,14:50,14,05/01/2015
05/01/2015 15:50,Overcast,-3,,31.5,70,,1009.7,2,,12:10 AM,16.1,West,20.4,280,15:50,15,05/01/2015
05/01/2015 16:50,Overcast,-3,,40.7,70,,1010,2,,12:19 AM,16.1,West,31.5,280,16:50,16,05/01/2015
05/01/2015 17:50,Overcast,-3.3,,44.4,70,,1011.4,1.6,,12:56 AM,16.1,NW,27.8,310,17:50,17,05/01/2015
05/01/2015 18:50,Light Rain,-2,Rain,35.2,81,0,1011.1,1,,1:14 AM,16.1,NW,24.1,310,18:50,18,05/01/2015
05/01/2015 19:50,Overcast,-5,,46.3,69,0,1012.1,0,,1:43 AM,16.1,WNW,37,300,19:50,19,05/01/2015
05/01/2015 20:50,Overcast,-5.5,,46.3,67,0,1013,0,,1:56 AM,16.1,WNW,31.5,300,20:50,20,05/01/2015
05/01/2015 21:50,Overcast,-7.2,,37,64,,1014.2,-1.1,,2:56 AM,16.1,WNW,25.9,290,21:50,21,05/01/2015
05/01/2015 22:50,Overcast,-8.8,,57.4,61,,1014.9,-2.2,,3:56 AM,16.1,WNW,44.4,290,22:50,22,05/01/2015
05/01/2015 23:50,Overcast,-9.4,,55.6,63,0,1016.6,-3.3,,4:56 AM,16.1,NW,38.9,310,23:50,23,05/01/2015
06/01/2015 00:50,Light Snow,-8.8,Snow,42.6,72,0,1017.9,-4.4,,5:56 AM,16.1,NW,29.6,310,00:50,0,06/01/2015
06/01/2015 01:50,Light Snow,-9,Snow,61.1,69,0,1017.2,-4,,6:09 AM,11.3,West,42.6,270,01:50,1,06/01/2015
06/01/2015 02:50,Light Snow,-12,Snow,61.1,59,0,1017.2,-5,,6:22 AM,16.1,WNW,48.2,290,02:50,2,06/01/2015
06/01/2015 03:50,Light Snow,-12,Snow,59.3,59,0,1017.5,-5,,6:30 AM,16.1,WNW,40.7,300,03:50,3,06/01/2015
06/01/2015 04:50,Mostly Cloudy,-12.2,,64.8,60,0,1019.8,-5.5,,6:56 AM,16.1,WNW,38.9,290,04:50,4,06/01/2015
06/01/2015 05:50,Light Snow,-13.8,Snow,59.3,57,0,1021.1,-6.6,,7:56 AM,16.1,WNW,48.2,300,05:50,5,06/01/2015
06/01/2015 06:50,Mostly Cloudy,-13.3,,46.3,60,0,1021.8,-6.6,,8:56 AM,16.1,WNW,37,300,06:50,6,06/01/2015
06/01/2015 07:50,Overcast,-13.8,,55.6,60,0,1023,-7.2,,9:56 AM,16.1,NW,37,310,07:50,7,06/01/2015
06/01/2015 08:50,Mostly Cloudy,-15.5,,42.6,54,0,1024.1,-7.7,,10:56 AM,16.1,NW,24.1,320,08:50,8,06/01/2015
06/01/2015 09:50,Light Snow,-15,Snow,38.9,59,0,1023.9,-8.3,,11:56 AM,16.1,NW,25.9,320,09:50,9,06/01/2015
06/01/2015 10:50,Light Snow,-15.5,Snow,53.7,54,0,1024.1,-7.7,,12:56 PM,16.1,WNW,38.9,300,10:50,10,06/01/2015
06/01/2015 11:50,Light Snow,-15,Snow,42.6,62,0,1025.4,-8.8,,1:56 PM,16.1,NW,33.3,320,11:50,11,06/01/2015
06/01/2015 12:50,Light Snow,-14,Snow,44.4,73,0,1023.9,-10,,2:07 PM,2.8,NW,27.8,320,12:50,12,06/01/2015
06/01/2015 13:50,Light Snow,-14,Snow,37,73,0,1023.9,-10,,2:14 PM,1.6,NW,29.6,320,13:50,13,06/01/2015
06/01/2015 14:50,Light Snow,-15,Snow,44.4,67,0,1024.6,-10,,2:45 PM,8,NNW,29.6,330,14:50,14,06/01/2015
06/01/2015 15:50,Light Snow,-13.8,Snow,40.7,74,0,1026.6,-10,,2:56 PM,8,NW,27.8,320,15:50,15,06/01/2015
06/01/2015 16:50,Light Snow Showers,-13.8,Snow,35.2,77,0,1027.9,-10.5,,3:56 PM,9.7,NW,24.1,320,16:50,16,06/01/2015
06/01/2015 17:50,Light Snow Showers,-13.8,Snow,-,81,0,1028.6,-11.1,,4:56 PM,9.7,NW,18.5,310,17:50,17,06/01/2015
06/01/2015 18:50,Mostly Cloudy,-16.6,,-,70,0,1030.4,-12.2,,5:56 PM,16.1,West,22.2,280,18:50,18,06/01/2015
06/01/2015 19:50,Scattered Clouds,-18,,44.4,62,0,1028.3,-12,,6:18 PM,16.1,WNW,35.2,290,19:50,19,06/01/2015
06/01/2015 20:50,Mostly Cloudy,-17.2,,37,64,0,1031.2,-11.6,,6:56 PM,16.1,WNW,24.1,290,20:50,20,06/01/2015
06/01/2015 21:50,Mostly Cloudy,-17.2,,-,64,,1030.3,-11.6,,7:56 PM,16.1,West,22.2,280,21:50,21,06/01/2015
06/01/2015 22:50,Light Snow,-16.6,Snow,-,70,0,1029.8,-12.2,,8:56 PM,16.1,NNW,13,340,22:50,22,06/01/2015
06/01/2015 23:50,Mostly Cloudy,-16,,-,73,0,1027.3,-12,,9:24 PM,16.1,NNW,13,330,23:50,23,06/01/2015
07/01/2015 00:50,Mostly Cloudy,-16.6,,-,70,0,1029.6,-12.2,,9:56 PM,16.1,NW,22.2,320,00:50,0,07/01/2015
07/01/2015 01:50,Overcast,-16.1,,-,73,0,1029.4,-12.2,,10:56 PM,16.1,NW,16.7,320,01:50,1,07/01/2015
07/01/2015 02:50,Overcast,-17,,-,67,0,1027,-12,,11:37 PM,16.1,NW,20.4,310,02:50,2,07/01/2015
07/01/2015 03:50,Overcast,-16.6,,-,70,0,1029.8,-12.2,,11:56 PM,16.1,NW,20.4,310,03:50,3,07/01/2015
07/01/2015 04:50,Overcast,-17.2,,-,67,,1029.3,-12.2,,12:56 AM,16.1,WNW,16.7,290,04:50,4,07/01/2015
07/01/2015 05:50,Overcast,-16.6,,-,73,,1028.6,-12.7,,1:56 AM,16.1,NNW,5.6,340,05:50,5,07/01/2015
07/01/2015 06:50,Overcast,-16,,-,73,,1026.6,-12,,2:24 AM,16.1,West,5.6,270,06:50,6,07/01/2015
07/01/2015 07:50,Overcast,-16.6,,-,70,,1028.6,-12.2,,2:56 AM,16.1,Calm,Calm,0,07:50,7,07/01/2015
07/01/2015 08:50,Overcast,-16.1,,-,73,,1028.2,-12.2,,3:56 AM,16.1,Calm,Calm,0,08:50,8,07/01/2015
07/01/2015 09:50,Mostly Cloudy,-16.1,,-,70,,1028,-11.6,,4:56 AM,16.1,SW,9.3,230,09:50,9,07/01/2015
07/01/2015 10:50,Overcast,-15.5,,-,73,,1026.7,-11.6,,5:56 AM,16.1,South,7.4,180,10:50,10,07/01/2015
07/01/2015 11:50,Overcast,-15,,-,79,,1023.9,-12,,6:23 AM,16.1,SE,7.4,140,11:50,11,07/01/2015
07/01/2015 12:50,Overcast,-15,,-,79,,1023.9,-12,,6:27 AM,16.1,Calm,Calm,0,12:50,12,07/01/2015
07/01/2015 13:50,Overcast,-15,,-,76,,1025.9,-11.6,,6:56 AM,16.1,SSE,7.4,150,13:50,13,07/01/2015
07/01/2015 14:50,Light Snow,-14,Snow,-,79,0,1023.9,-11,,7:30 AM,3.2,SSW,13,210,14:50,14,07/01/2015
07/01/2015 15:50,Light Snow,-13.8,Snow,-,81,0,1025.4,-11.1,,7:56 AM,1.6,SSE,5.6,160,15:50,15,07/01/2015
07/01/2015 16:50,Light Snow,-14,Snow,-,79,0,1022.9,-11,,7:59 AM,3.2,South,7.4,170,16:50,16,07/01/2015
07/01/2015 17:50,Light Snow,-14,Snow,-,79,0,1022.6,-11,,8:08 AM,1.6,SE,5.6,130,17:50,17,07/01/2015
07/01/2015 18:50,Light Snow,-13.8,Snow,-,81,0,1025.4,-11.1,,8:56 AM,3.2,SSW,13,210,18:50,18,07/01/2015
07/01/2015 19:50,Light Snow,-13.3,Snow,-,80,0,1024,-10.5,,9:56 AM,3.2,SW,11.1,220,19:50,19,07/01/2015
07/01/2015 20:50,Light Snow,-13.3,Snow,-,77,0,1023.1,-10,,10:56 AM,2.4,SSW,14.8,200,20:50,20,07/01/2015
07/01/2015 21:50,Light Snow,-12.7,Snow,-,77,0,1021.7,-9.4,,11:56 AM,3.2,SW,7.4,220,21:50,21,07/01/2015
07/01/2015 22:50,Light Snow,-12.7,Snow,-,74,0,1020.3,-8.8,,12:56 PM,3.2,West,7.4,270,22:50,22,07/01/2015
07/01/2015 23:50,Light Snow,-12,Snow,-,79,0,1017.5,-9,,1:32 PM,2.4,SSW,11.1,210,23:50,23,07/01/2015
08/01/2015 00:50,Light Snow,-13.3,Snow,-,70,0,1019.5,-8.8,,1:56 PM,9.7,WSW,11.1,240,00:50,0,08/01/2015
08/01/2015 01:50,Light Snow Showers,-13.3,Snow,-,70,0,1019.3,-8.8,,2:56 PM,11.3,WSW,7.4,240,01:50,1,08/01/2015
08/01/2015 02:50,Mostly Cloudy,-13.8,,-,68,0,1019.3,-8.8,,3:56 PM,16.1,West,13,260,02:50,2,08/01/2015
08/01/2015 03:50,Light Snow Showers,-13.8,Snow,-,71,0,1018.8,-9.4,,4:56 PM,16.1,WSW,7.4,250,03:50,3,08/01/2015
08/01/2015 04:50,Mostly Cloudy,-14.4,,-,74,0,1018.5,-10.5,,5:56 PM,16.1,SW,7.4,230,04:50,4,08/01/2015
08/01/2015 05:50,Scattered Clouds,-15,,-,76,,1017.7,-11.6,,6:56 PM,16.1,South,7.4,190,05:50,5,08/01/2015
08/01/2015 06:50,Mostly Cloudy,-14.4,,-,77,,1017.6,-11.1,,7:56 PM,16.1,SW,11.1,230,06:50,6,08/01/2015
08/01/2015 07:50,Mostly Cloudy,-15,,-,67,,1017.2,-10,,8:56 PM,16.1,SW,11.1,220,07:50,7,08/01/2015
08/01/2015 08:50,Scattered Clouds,-15.5,,-,71,,1016.3,-11.1,,9:56 PM,16.1,SW,9.3,220,08:50,8,08/01/2015
08/01/2015 09:50,Overcast,-15.5,,-,67,,1014.9,-10.5,,10:56 PM,16.1,WSW,11.1,240,09:50,9,08/01/2015
08/01/2015 10:50,Overcast,-15.5,,-,67,,1013.5,-10.5,,11:56 PM,16.1,WSW,11.1,240,10:50,10,08/01/2015
08/01/2015 11:50,Overcast,-15.5,,-,65,,1013.2,-10,,12:56 AM,16.1,SSW,11.1,210,11:50,11,08/01/2015
08/01/2015 12:50,Overcast,-15,,-,67,,1012.8,-10,,1:56 AM,16.1,SW,11.1,220,12:50,12,08/01/2015
08/01/2015 13:50,Overcast,-14.4,,-,71,0,1012.7,-10,,2:56 AM,16.1,SW,14.8,230,13:50,13,08/01/2015
08/01/2015 14:50,Overcast,-15,,-,64,,1012.2,-9.4,,3:56 AM,16.1,West,18.5,260,14:50,14,08/01/2015
08/01/2015 15:50,Mostly Cloudy,-15.5,,-,65,,1012.1,-10,,4:56 AM,16.1,West,16.7,260,15:50,15,08/01/2015
08/01/2015 16:50,Light Snow,-14.4,Snow,-,71,0,1012.4,-10,,5:56 AM,16.1,West,13,270,16:50,16,08/01/2015
08/01/2015 17:50,Overcast,-14,,-,73,0,1010,-10,,6:21 AM,16.1,West,11.1,270,17:50,17,08/01/2015
08/01/2015 18:50,Mostly Cloudy,-15,,33.3,67,0,1012.7,-10,,6:56 AM,16.1,West,20.4,270,18:50,18,08/01/2015
08/01/2015 19:50,Light Snow Showers,-14,Snow,31.5,73,0,1010.7,-10,,7:19 AM,9.7,WSW,13,250,19:50,19,08/01/2015
