Timestamp,Conditions,DateUTC<br />,Timestamp,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,Time,,
01/01/2015 18:50,Light Rain,2015-01-01 18:50:00<br />,01/01/2015 18:50,11,Rain,-,94,,1020,12,,6:50 PM,10,SW,25.9,230,18:50,,
01/01/2015 19:20,Overcast,2015-01-01 19:20:00<br />,01/01/2015 19:20,11,,-,94,,1020,12,,7:20 PM,10,SW,22.2,230,19:20,,
01/01/2015 19:50,Rain,2015-01-01 19:50:00<br />,01/01/2015 19:50,11,Rain,-,94,,1020,12,,7:50 PM,-9999,SW,24.1,230,19:50,,
01/01/2015 20:20,Heavy Rain,2015-01-01 20:20:00<br />,01/01/2015 20:20,11,Rain,-,94,,1019,12,,8:20 PM,-9999,WSW,20.4,240,20:20,,
01/01/2015 20:50,Rain,2015-01-01 20:50:00<br />,01/01/2015 20:50,11,Rain,-,94,,1019,12,,8:50 PM,10,WSW,29.6,240,20:50,,
01/01/2015 21:20,Overcast,2015-01-01 21:20:00<br />,01/01/2015 21:20,11,,-,94,,1019,12,,9:20 PM,10,WSW,27.8,240,21:20,,
01/01/2015 21:50,Overcast,2015-01-01 21:50:00<br />,01/01/2015 21:50,11,,-,94,,1019,12,,9:50 PM,10,WSW,27.8,240,21:50,,
01/01/2015 22:20,Overcast,2015-01-01 22:20:00<br />,01/01/2015 22:20,11,,-,94,,1019,12,,10:20 PM,10,WSW,31.5,240,22:20,,
01/01/2015 22:50,Rain,2015-01-01 22:50:00<br />,01/01/2015 22:50,11,Rain,-,94,,1019,12,,10:50 PM,7,WSW,33.3,250,22:50,,
01/01/2015 23:20,Rain,2015-01-01 23:20:00<br />,01/01/2015 23:20,11,Rain,50,94,,1019,12,,11:20 PM,2,WSW,31.5,250,23:20,,
01/01/2015 23:50,Drizzle,2015-01-01 23:50:00<br />,01/01/2015 23:50,12,,53.7,100,,1020,12,,11:50 PM,-9999,WSW,33.3,250,23:50,,
02/01/2015 00:20,Heavy Rain,2015-01-02 00:20:00<br />,02/01/2015 00:20,11,Rain,-,100,,1020,11,,12:20 AM,1,West,38.9,260,00:20,,
02/01/2015 00:50,Overcast,2015-01-02 00:50:00<br />,02/01/2015 00:50,11,,-,100,,1020,11,,12:50 AM,7,West,40.7,260,00:50,,
02/01/2015 01:20,Overcast,2015-01-02 01:20:00<br />,02/01/2015 01:20,11,,61.1,100,,1021,11,,1:20 AM,10,West,38.9,260,01:20,,
02/01/2015 01:50,Overcast,2015-01-02 01:50:00<br />,02/01/2015 01:50,10,,-,94,,1021,11,,1:50 AM,10,West,35.2,270,01:50,,
02/01/2015 02:20,Scattered Clouds,2015-01-02 02:20:00<br />,02/01/2015 02:20,9,,-,88,,1022,11,,2:20 AM,10,West,37,270,02:20,,
02/01/2015 02:50,Partly Cloudy,2015-01-02 02:50:00<br />,02/01/2015 02:50,9,,-,94,,1022,10,,2:50 AM,10,West,33.3,280,02:50,,
02/01/2015 03:20,Unknown,2015-01-02 03:20:00<br />,02/01/2015 03:20,7,,-,82,,1023,10,,3:20 AM,10,West,33.3,280,03:20,,
02/01/2015 03:50,Unknown,2015-01-02 03:50:00<br />,02/01/2015 03:50,7,,-,87,,1024,9,,3:50 AM,10,WNW,31.5,290,03:50,,
02/01/2015 04:20,Unknown,2015-01-02 04:20:00<br />,02/01/2015 04:20,5,,-,76,,1025,9,,4:20 AM,10,WNW,29.6,290,04:20,,
02/01/2015 04:50,Unknown,2015-01-02 04:50:00<br />,02/01/2015 04:50,4,,-,76,,1025,8,,4:50 AM,10,WNW,31.5,300,04:50,,
02/01/2015 05:20,Unknown,2015-01-02 05:20:00<br />,02/01/2015 05:20,4,,-,76,,1026,8,,5:20 AM,10,WNW,29.6,300,05:20,,
02/01/2015 05:50,Partly Cloudy,2015-01-02 05:50:00<br />,02/01/2015 05:50,4,,-,76,,1026,8,,5:50 AM,10,WNW,27.8,300,05:50,,
02/01/2015 06:20,Partly Cloudy,2015-01-02 06:20:00<br />,02/01/2015 06:20,4,,-,76,,1027,8,,6:20 AM,10,WNW,24.1,290,06:20,,
02/01/2015 06:50,Mostly Cloudy,2015-01-02 06:50:00<br />,02/01/2015 06:50,3,,-,71,,1028,8,,6:50 AM,10,WNW,24.1,290,06:50,,
02/01/2015 07:20,Scattered Clouds,2015-01-02 07:20:00<br />,02/01/2015 07:20,3,,-,76,,1028,7,,7:20 AM,10,WNW,24.1,290,07:20,,
02/01/2015 07:50,Mostly Cloudy,2015-01-02 07:50:00<br />,02/01/2015 07:50,3,,-,76,,1029,7,,7:50 AM,10,WNW,24.1,290,07:50,,
02/01/2015 08:20,Partly Cloudy,2015-01-02 08:20:00<br />,02/01/2015 08:20,2,,-,71,,1030,7,,8:20 AM,10,WNW,25.9,290,08:20,,
02/01/2015 08:50,Unknown,2015-01-02 08:50:00<br />,02/01/2015 08:50,2,,-,76,,1031,6,,8:50 AM,10,WNW,25.9,290,08:50,,
02/01/2015 09:20,Partly Cloudy,2015-01-02 09:20:00<br />,02/01/2015 09:20,2,,-,71,,1031,7,,9:20 AM,10,West,24.1,280,09:20,,
02/01/2015 09:50,Overcast,2015-01-02 09:50:00<br />,02/01/2015 09:50,2,,-,71,,1031,7,,9:50 AM,10,WNW,24.1,290,09:50,,
02/01/2015 10:20,Partly Cloudy,2015-01-02 10:20:00<br />,02/01/2015 10:20,2,,-,71,,1032,7,,10:20 AM,10,West,22.2,280,10:20,,
02/01/2015 10:50,Mostly Cloudy,2015-01-02 10:50:00<br />,02/01/2015 10:50,3,,-,71,,1032,8,,10:50 AM,10,West,22.2,280,10:50,,
02/01/2015 11:20,Mostly Cloudy,2015-01-02 11:20:00<br />,02/01/2015 11:20,3,,-,71,,1032,8,,11:20 AM,10,West,25.9,280,11:20,,
02/01/2015 11:50,Partly Cloudy,2015-01-02 11:50:00<br />,02/01/2015 11:50,3,,-,71,,1032,8,,11:50 AM,10,West,29.6,280,11:50,,
02/01/2015 12:20,Partly Cloudy,2015-01-02 12:20:00<br />,02/01/2015 12:20,3,,-,66,,1033,9,,12:20 PM,10,West,31.5,280,12:20,,
02/01/2015 12:50,Partly Cloudy,2015-01-02 12:50:00<br />,02/01/2015 12:50,3,,-,66,,1033,9,,12:50 PM,10,West,27.8,280,12:50,,
02/01/2015 13:20,Unknown,2015-01-02 13:20:00<br />,02/01/2015 13:20,3,,-,66,,1033,9,,1:20 PM,10,West,24.1,280,13:20,,
02/01/2015 13:50,Partly Cloudy,2015-01-02 13:50:00<br />,02/01/2015 13:50,2,,-,62,,1033,9,,1:50 PM,10,WNW,27.8,290,13:50,,
02/01/2015 14:20,Partly Cloudy,2015-01-02 14:20:00<br />,02/01/2015 14:20,2,,-,66,,1034,8,,2:20 PM,10,WNW,22.2,290,14:20,,
02/01/2015 14:50,Partly Cloudy,2015-01-02 14:50:00<br />,02/01/2015 14:50,3,,-,71,,1034,8,,2:50 PM,10,WNW,20.4,290,14:50,,
02/01/2015 15:20,Partly Cloudy,2015-01-02 15:20:00<br />,02/01/2015 15:20,1,,-,66,,1034,7,,3:20 PM,10,West,20.4,280,15:20,,
02/01/2015 15:50,Partly Cloudy,2015-01-02 15:50:00<br />,02/01/2015 15:50,1,,-,66,,1034,7,,3:50 PM,10,West,16.7,280,15:50,,
02/01/2015 16:20,Partly Cloudy,2015-01-02 16:20:00<br />,02/01/2015 16:20,1,,-,70,,1034,6,,4:20 PM,10,West,11.1,280,16:20,,
02/01/2015 16:50,Partly Cloudy,2015-01-02 16:50:00<br />,02/01/2015 16:50,1,,-,76,,1034,5,,4:50 PM,10,West,11.1,280,16:50,,
02/01/2015 17:20,Partly Cloudy,2015-01-02 17:20:00<br />,02/01/2015 17:20,1,,-,76,,1034,5,,5:20 PM,10,WNW,9.3,300,17:20,,
02/01/2015 17:50,Partly Cloudy,2015-01-02 17:50:00<br />,02/01/2015 17:50,1,,-,76,,1034,5,,5:50 PM,10,WNW,9.3,300,17:50,,
02/01/2015 18:20,Partly Cloudy,2015-01-02 18:20:00<br />,02/01/2015 18:20,1,,-,76,,1034,5,,6:20 PM,10,West,7.4,280,18:20,,
02/01/2015 18:50,Partly Cloudy,2015-01-02 18:50:00<br />,02/01/2015 18:50,1,,-,76,,1034,5,,6:50 PM,10,WNW,7.4,290,18:50,,
02/01/2015 19:20,Unknown,2015-01-02 19:20:00<br />,02/01/2015 19:20,1,,-,70,,1034,6,,7:20 PM,10,West,7.4,280,19:20,,
02/01/2015 19:50,Unknown,2015-01-02 19:50:00<br />,02/01/2015 19:50,1,,-,70,,1034,6,,7:50 PM,10,West,7.4,260,19:50,,
02/01/2015 20:20,Partly Cloudy,2015-01-02 20:20:00<br />,02/01/2015 20:20,2,,-,76,,1034,6,,8:20 PM,10,WSW,7.4,240,20:20,,
02/01/2015 20:50,Unknown,2015-01-02 20:50:00<br />,02/01/2015 20:50,3,,-,87,,1034,5,,8:50 PM,10,SSW,3.7,200,20:50,,
02/01/2015 21:20,Unknown,2015-01-02 21:20:00<br />,02/01/2015 21:20,4,,-,87,,1034,6,,9:20 PM,10,SSW,9.3,200,21:20,,
02/01/2015 21:50,Unknown,2015-01-02 21:50:00<br />,02/01/2015 21:50,4,,-,87,,1033,6,,9:50 PM,10,SSW,7.4,200,21:50,,
02/01/2015 22:20,Unknown,2015-01-02 22:20:00<br />,02/01/2015 22:20,4,,-,87,,1033,6,,10:20 PM,10,SSW,7.4,200,22:20,,
02/01/2015 22:50,Partly Cloudy,2015-01-02 22:50:00<br />,02/01/2015 22:50,4,,-,87,,1032,6,,10:50 PM,10,SSW,11.1,200,22:50,,
02/01/2015 23:20,Scattered Clouds,2015-01-02 23:20:00<br />,02/01/2015 23:20,4,,-,81,,1032,7,,11:20 PM,10,South,13,190,23:20,,
02/01/2015 23:50,Unknown,2015-01-02 23:50:00<br />,02/01/2015 23:50,3,,-,76,,1031,7,,11:50 PM,10,South,13,190,23:50,,
03/01/2015 00:20,Partly Cloudy,2015-01-03 00:20:00<br />,03/01/2015 00:20,4,,-,81,,1031,7,,12:20 AM,10,SSW,14.8,200,00:20,,
03/01/2015 00:50,Partly Cloudy,2015-01-03 00:50:00<br />,03/01/2015 00:50,3,,-,76,,1030,7,,12:50 AM,10,South,11.1,190,00:50,,
03/01/2015 01:20,Partly Cloudy,2015-01-03 01:20:00<br />,03/01/2015 01:20,4,,-,81,,1029,7,,1:20 AM,10,SSE,9.3,160,01:20,,
03/01/2015 01:50,Unknown,2015-01-03 01:50:00<br />,03/01/2015 01:50,4,,-,81,,1028,7,,1:50 AM,10,South,13,180,01:50,,
03/01/2015 02:20,Rain,2015-01-03 02:20:00<br />,03/01/2015 02:20,4,Rain,-,81,,1028,7,,2:20 AM,10,South,11.1,180,02:20,,
03/01/2015 02:50,Rain,2015-01-03 02:50:00<br />,03/01/2015 02:50,5,Rain,-,93,,1027,6,,2:50 AM,6,SSE,9.3,150,02:50,,
03/01/2015 03:20,Rain,2015-01-03 03:20:00<br />,03/01/2015 03:20,5,Rain,-,93,,1027,6,,3:20 AM,4.5,South,7.4,190,03:20,,
03/01/2015 03:50,Rain,2015-01-03 03:50:00<br />,03/01/2015 03:50,5,Rain,-,93,,1026,6,,3:50 AM,6,SSE,7.4,160,03:50,,
03/01/2015 04:20,Heavy Rain,2015-01-03 04:20:00<br />,03/01/2015 04:20,5,Rain,-,93,,1025,6,,4:20 AM,4.5,ESE,7.4,120,04:20,,
03/01/2015 04:50,Rain,2015-01-03 04:50:00<br />,03/01/2015 04:50,5,Rain,-,100,,1023,5,,4:50 AM,2.7,East,13,80,04:50,,
03/01/2015 05:20,Heavy Rain,2015-01-03 05:20:00<br />,03/01/2015 05:20,5,Rain,-,100,,1022,5,,5:20 AM,-9999,NE,18.5,40,05:20,,
03/01/2015 05:50,Rain,2015-01-03 05:50:00<br />,03/01/2015 05:50,5,Rain,-,100,,1021,5,,5:50 AM,6,ENE,18.5,60,05:50,,
03/01/2015 06:20,Rain,2015-01-03 06:20:00<br />,03/01/2015 06:20,5,Rain,-,100,,1020,5,,6:20 AM,6,ENE,20.4,70,06:20,,
03/01/2015 06:50,Rain,2015-01-03 06:50:00<br />,03/01/2015 06:50,5,Rain,-,100,,1018,5,,6:50 AM,10,East,24.1,90,06:50,,
03/01/2015 07:20,Rain,2015-01-03 07:20:00<br />,03/01/2015 07:20,5,Rain,-,93,,1017,6,,7:20 AM,8,East,22.2,90,07:20,,
03/01/2015 07:50,Rain,2015-01-03 07:50:00<br />,03/01/2015 07:50,6,Rain,-,100,,1016,6,,7:50 AM,5,ESE,20.4,120,07:50,,
03/01/2015 08:20,Rain,2015-01-03 08:20:00<br />,03/01/2015 08:20,6,Rain,-,100,,1017,6,,8:20 AM,6,NE,18.5,50,08:20,,
03/01/2015 08:50,Heavy Rain,2015-01-03 08:50:00<br />,03/01/2015 08:50,5,Rain,-,100,,1016,5,,8:50 AM,1.5,ENE,14.8,70,08:50,,
03/01/2015 09:20,Heavy Rain,2015-01-03 09:20:00<br />,03/01/2015 09:20,5,Rain,-,100,,1016,5,,9:20 AM,1.1,ENE,13,60,09:20,,
03/01/2015 09:50,Heavy Rain,2015-01-03 09:50:00<br />,03/01/2015 09:50,5,Rain,-,100,,1016,5,,9:50 AM,1.2,ENE,11.1,60,09:50,,
03/01/2015 10:20,Heavy Rain,2015-01-03 10:20:00<br />,03/01/2015 10:20,6,Rain,-,100,,1015,6,,10:20 AM,1.1,Variable,5.6,0,10:20,,
03/01/2015 10:50,Overcast,2015-01-03 10:50:00<br />,03/01/2015 10:50,10,,46.3,94,,1015,11,,10:50 AM,7,West,27.8,260,10:50,,
03/01/2015 11:20,Rain,2015-01-03 11:20:00<br />,03/01/2015 11:20,11,Rain,-,100,,1015,11,,11:20 AM,3.5,West,37,260,11:20,,
03/01/2015 11:50,Overcast,2015-01-03 11:50:00<br />,03/01/2015 11:50,11,,53.7,100,,1015,11,,11:50 AM,-9999,West,35.2,260,11:50,,
03/01/2015 12:20,Rain,2015-01-03 12:20:00<br />,03/01/2015 12:20,11,Rain,-,100,,1015,11,,12:20 PM,-9999,West,38.9,260,12:20,,
03/01/2015 12:50,Light Rain,2015-01-03 12:50:00<br />,03/01/2015 12:50,11,Rain,-,100,,1016,11,,12:50 PM,2.8,West,35.2,260,12:50,,
03/01/2015 13:20,Light Drizzle,2015-01-03 13:20:00<br />,03/01/2015 13:20,11,,-,100,,1016,11,,1:20 PM,2.5,West,35.2,270,13:20,,
03/01/2015 13:50,Rain,2015-01-03 13:50:00<br />,03/01/2015 13:50,11,Rain,-,100,,1017,11,,1:50 PM,5,West,29.6,280,13:50,,
03/01/2015 14:20,Overcast,2015-01-03 14:20:00<br />,03/01/2015 14:20,11,,-,100,,1017,11,,2:20 PM,10,WNW,22.2,290,14:20,,
03/01/2015 14:50,Scattered Clouds,2015-01-03 14:50:00<br />,03/01/2015 14:50,10,,-,100,,1018,10,,2:50 PM,10,WNW,14.8,290,14:50,,
03/01/2015 15:20,Mostly Cloudy,2015-01-03 15:20:00<br />,03/01/2015 15:20,8,,-,93,,1019,9,,3:20 PM,10,ENE,18.5,70,15:20,,
03/01/2015 15:50,Overcast,2015-01-03 15:50:00<br />,03/01/2015 15:50,5,,-,87,,1021,7,,3:50 PM,10,NNE,11.1,30,15:50,,
03/01/2015 16:20,Scattered Clouds,2015-01-03 16:20:00<br />,03/01/2015 16:20,4,,-,87,,1022,6,,4:20 PM,10,NNE,16.7,30,16:20,,
03/01/2015 16:50,Scattered Clouds,2015-01-03 16:50:00<br />,03/01/2015 16:50,4,,-,93,,1022,5,,4:50 PM,10,NE,22.2,50,16:50,,
03/01/2015 17:20,Partly Cloudy,2015-01-03 17:20:00<br />,03/01/2015 17:20,4,,-,93,,1023,5,,5:20 PM,10,ENE,13,60,17:20,,
03/01/2015 17:50,Scattered Clouds,2015-01-03 17:50:00<br />,03/01/2015 17:50,4,,-,93,,1024,5,,5:50 PM,10,ENE,14.8,60,17:50,,
03/01/2015 18:20,Scattered Clouds,2015-01-03 18:20:00<br />,03/01/2015 18:20,4,,-,93,,1024,5,,6:20 PM,10,ENE,14.8,60,18:20,,
03/01/2015 18:50,Scattered Clouds,2015-01-03 18:50:00<br />,03/01/2015 18:50,4,,-,93,,1025,5,,6:50 PM,10,NE,11.1,40,18:50,,
03/01/2015 19:20,Partly Cloudy,2015-01-03 19:20:00<br />,03/01/2015 19:20,4,,-,93,,1027,5,,7:20 PM,10,NE,11.1,40,19:20,,
03/01/2015 19:50,Scattered Clouds,2015-01-03 19:50:00<br />,03/01/2015 19:50,4,,-,93,,1027,5,,7:50 PM,10,NNE,13,30,19:50,,
03/01/2015 20:20,Scattered Clouds,2015-01-03 20:20:00<br />,03/01/2015 20:20,4,,-,93,,1028,5,,8:20 PM,10,NE,13,40,20:20,,
03/01/2015 20:50,Overcast,2015-01-03 20:50:00<br />,03/01/2015 20:50,3,,-,87,,1029,5,,8:50 PM,10,NE,11.1,40,20:50,,
03/01/2015 21:20,Overcast,2015-01-03 21:20:00<br />,03/01/2015 21:20,4,,-,93,,1030,5,,9:20 PM,10,ENE,11.1,70,21:20,,
03/01/2015 21:50,Overcast,2015-01-03 21:50:00<br />,03/01/2015 21:50,3,,-,87,,1030,5,,9:50 PM,10,ENE,16.7,70,21:50,,
03/01/2015 22:20,Overcast,2015-01-03 22:20:00<br />,03/01/2015 22:20,3,,-,87,,1030,5,,10:20 PM,10,NE,14.8,50,22:20,,
03/01/2015 22:50,Overcast,2015-01-03 22:50:00<br />,03/01/2015 22:50,3,,-,93,,1030,4,,10:50 PM,10,ENE,13,70,22:50,,
03/01/2015 23:20,Overcast,2015-01-03 23:20:00<br />,03/01/2015 23:20,3,,-,87,,1030,5,,11:20 PM,10,ENE,18.5,70,23:20,,
03/01/2015 23:50,Overcast,2015-01-03 23:50:00<br />,03/01/2015 23:50,3,,-,93,,1031,4,,11:50 PM,10,ENE,18.5,60,23:50,,
04/01/2015 00:20,Overcast,2015-01-04 00:20:00<br />,04/01/2015 00:20,3,,-,93,,1031,4,,12:20 AM,10,ENE,16.7,60,00:20,,
04/01/2015 00:50,Overcast,2015-01-04 00:50:00<br />,04/01/2015 00:50,3,,-,93,,1031,4,,12:50 AM,10,ENE,16.7,60,00:50,,
04/01/2015 01:20,Overcast,2015-01-04 01:20:00<br />,04/01/2015 01:20,3,,-,93,,1032,4,,1:20 AM,10,ENE,13,60,01:20,,
04/01/2015 01:50,Overcast,2015-01-04 01:50:00<br />,04/01/2015 01:50,3,,-,93,,1032,4,,1:50 AM,10,ENE,9.3,60,01:50,,
04/01/2015 02:20,Overcast,2015-01-04 02:20:00<br />,04/01/2015 02:20,3,,-,100,,1033,3,,2:20 AM,10,ENE,5.6,60,02:20,,
04/01/2015 02:50,Overcast,2015-01-04 02:50:00<br />,04/01/2015 02:50,3,,-,93,,1033,4,,2:50 AM,10,SE,7.4,130,02:50,,
04/01/2015 03:20,Overcast,2015-01-04 03:20:00<br />,04/01/2015 03:20,3,,-,93,,1033,4,,3:20 AM,10,ESE,9.3,110,03:20,,
04/01/2015 03:50,Overcast,2015-01-04 03:50:00<br />,04/01/2015 03:50,3,,-,93,,1033,4,,3:50 AM,10,ESE,13,120,03:50,,
04/01/2015 04:20,Overcast,2015-01-04 04:20:00<br />,04/01/2015 04:20,3,,-,93,,1033,4,,4:20 AM,10,ESE,9.3,120,04:20,,
04/01/2015 04:50,Overcast,2015-01-04 04:50:00<br />,04/01/2015 04:50,3,,-,93,,1033,4,,4:50 AM,10,East,9.3,80,04:50,,
04/01/2015 05:20,Overcast,2015-01-04 05:20:00<br />,04/01/2015 05:20,3,,-,93,,1033,4,,5:20 AM,10,East,5.6,90,05:20,,
04/01/2015 05:50,Overcast,2015-01-04 05:50:00<br />,04/01/2015 05:50,3,,-,93,,1034,4,,5:50 AM,10,SSE,9.3,160,05:50,,
04/01/2015 06:20,Overcast,2015-01-04 06:20:00<br />,04/01/2015 06:20,3,,-,93,,1034,4,,6:20 AM,10,Variable,5.6,0,06:20,,
04/01/2015 06:50,Overcast,2015-01-04 06:50:00<br />,04/01/2015 06:50,3,,-,93,,1034,4,,6:50 AM,10,SE,5.6,130,06:50,,
04/01/2015 07:20,Overcast,2015-01-04 07:20:00<br />,04/01/2015 07:20,3,,-,93,,1034,4,,7:20 AM,10,SE,11.1,130,07:20,,
04/01/2015 07:50,Overcast,2015-01-04 07:50:00<br />,04/01/2015 07:50,3,,-,93,,1034,4,,7:50 AM,10,SE,7.4,140,07:50,,
04/01/2015 08:20,Overcast,2015-01-04 08:20:00<br />,04/01/2015 08:20,3,,-,93,,1035,4,,8:20 AM,10,SE,9.3,130,08:20,,
04/01/2015 08:50,Overcast,2015-01-04 08:50:00<br />,04/01/2015 08:50,3,,-,93,,1035,4,,8:50 AM,10,ESE,13,110,08:50,,
04/01/2015 09:20,Overcast,2015-01-04 09:20:00<br />,04/01/2015 09:20,3,,-,93,,1035,4,,9:20 AM,10,SE,11.1,130,09:20,,
04/01/2015 09:50,Overcast,2015-01-04 09:50:00<br />,04/01/2015 09:50,3,,-,93,,1035,4,,9:50 AM,10,SE,9.3,130,09:50,,
04/01/2015 10:20,Overcast,2015-01-04 10:20:00<br />,04/01/2015 10:20,3,,-,93,,1036,4,,10:20 AM,10,SSE,9.3,160,10:20,,
